district,type,state,nces_id,team_name,project_count,assigned_manager
Hackensack School District,Regular school,NJ,340627000504,Apex,2,Samantha Jackson
Floodwood Public School District,Regular school,MN,271221000588,Endeavor,1,Laura Callahan
Berkeley County Schools,Regular school,WV,540006001229,Luminary,1,Brandon Berry
St. Paul City School,Regular school,MN,270014204150,Luminary,3,Amanda Becker
Meridian Public Schools,Regular school,MS,280291000560,Luminary,3,Jackson Martinez
Lexington 01,Regular school,SC,450270000583,Endeavor,2,Randy Chavez
New York City Geographic District #24,Regular school,NY,360009802678,Odyssey,2,Troy Collins
Lake Washington School District,Regular school,WA,530423000660,Genesis,1,Cynthia Oliver
A+ Arts Academy,Regular school,OH,390030504842,Apex,2,Deborah Bell
Boise Independent District,Regular school,ID,160036000758,Luminary,1,Anthony Reid
Bering Strait School District,Regular school,AK,20002000019,Genesis,3,Dana Gray
Pasco,Regular school,FL,120153001585,Odyssey,2,Troy Collins
Cumby Isd,Regular school,TX,481602001173,Odyssey,1,Tony Hoffman
Los Angeles Unified,Regular school,CA,62271010844,Luminary,2,Catherine Wood
Rittman Academy,Regular school,OH,390036604903,Genesis,1,Mary Castro
Palm Beach,Regular school,FL,120150001504,Genesis,2,Debra Smith
Davidson County Schools,Regular school,NC,370114000477,Genesis,2,Paul Perry
Geneva County,Regular school,AL,10166000571,Odyssey,1,Valerie Morales
Broward,Regular school,FL,120018008513,Apex,3,Henry Gordon
Saint Marys Area Sd,Regular school,PA,422064001978,Horizon,3,Nathan Medina
Shining Stars Montessori Academy Pcs,Regular school,DC,110008100442,Genesis,2,Alexander Harmon
Compass Points International Inc (90533),Regular school,AZ,40082002672,Genesis,3,Jacqueline Barnes
Allegany County Public Schools,Regular school,MD,240003000024,Luminary,3,Catherine Wood
Victor Elementary,Regular school,CA,64104014388,Luminary,2,Sharon Coleman
Wheatland J1 School District,Regular school,WI,551656002163,Genesis,1,Mary Castro
Lake Park Chsd 108,Regular school,IL,172184002454,Odyssey,3,Karla Henson
Fontana Unified,Regular school,CA,61392001601,Luminary,3,Sharon Coleman
Clear Creek Isd,Regular school,TX,481428000902,Genesis,3,Debra Smith
Canton City,Regular school,OH,390437100246,Luminary,1,Brandon Berry
Belding Area School District,Regular school,MI,260453004146,Odyssey,1,Troy Collins
Ramsey Cusd 204,Regular school,IL,173309003434,Odyssey,3,Tony Hoffman
Bryan Isd,Regular school,TX,481179000692,Genesis,2,Dana Gray
Boise Independent District,Regular school,ID,160036000065,Luminary,2,Jordan Walker
Conejo Valley Unified,Regular school,CA,60964001004,Luminary,1,Jordan Walker
Granville County Schools,Regular school,NC,370180003142,Luminary,3,Catherine Wood
Suffolk City Pblc Schs,Regular school,VA,510371002777,Apex,3,Matthew King
Hawaii Department Of Education,Regular school,HI,150003000055,Odyssey,1,Valerie Morales
Tazewell Co Pblc Schs,Regular school,VA,510381001668,Genesis,3,Mary Castro
Greenwich School District,Regular school,CT,90171000295,Horizon,1,Amy Carter
Carroll County,Special education school,TN,470048001874,Odyssey,1,Tony Hoffman
Miami-Dade,Regular school,FL,120039007416,Luminary,1,Andrew Woodward
Kennedale Isd,Regular school,TX,482550006280,Horizon,2,Hayden Mills
Tacoma School District,Regular school,WA,530870001493,Luminary,1,Andrew Woodward
Lincoln County School District,Regular school,NV,320027000423,Apex,2,Emily Levy
Kaufman Isd,Regular school,TX,482520013740,Genesis,1,Jacqueline Barnes
Miami Valley Career Tech,Career and Technical School,OH,390512804668,Apex,1,Gregory Ruiz
